date,arpe_min,arpe_min_mi,aer_fixe,aer_plaf_seul,aer_plaf_couple,sr_fne,solid_fixe,solid_plaf_seul,solid_plaf_couple,sr_gr,gr_min,journ_fixe,journ_1,journ_2,journ_3,journ_4,journ_min_1,journ_min_2,journ_min_3,journ_min_4,journ_min,journ_min_prct,journ_max_prct,base_prct_3_6,base_prct_6_,base_prct,base_max,base_min_paris,base_min_p5000,base_min_m5000,sr_61,afd_fixe,ass_base,ass_maj,ass_plaf_seul,ass_plaf_couple,base_fixe_3_6,base_fixe_6_,base_min_0_3,base_min_3_,sr_alloc,ai_16_25,ai_16_techno,ai_femme_stage,ai_femme,ai_detenu,ai_service,ai_jeune_lic,ai_soutien,aide_pu_0_3,aide_pu_3_,aide_pu_maj
2006-02,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
2006-03,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
2006-04,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
2006-05,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
2006-06,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
2006-07,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,1.53,,,,18.0,18.0,6.6
2006-08,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,1.53,,,,18.0,18.0,6.6
2006-09,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,1.53,,,,18.0,18.0,6.6
2006-10,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,1.53,,,,18.0,18.0,6.6
2006-11,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,1.53,,,,18.0,18.0,6.6
2006-12,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-01,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-02,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-03,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-04,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-05,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-06,4.41,2.2,31.32,1503.3600000000001,2161.08,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.59,1.59,3.89,3.89,0.02,,,,,,,,,18.0,18.0,6.6
2007-07,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2007-08,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2007-09,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2007-10,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2007-11,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2007-12,4.41,2.2,31.32,1503.3600000000001,2161.08,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.21,3.18,154.84,243.32,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-01,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-02,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-03,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-04,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-05,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-06,4.46,2.23,31.82,1527.3600000000001,2195.58,0.0195,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.63,1.63,3.97,3.97,0.0195,,,,,,,,,18.0,18.0,6.6
2008-07,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2008-08,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2008-09,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2008-10,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2008-11,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2008-12,4.46,2.23,31.82,1527.3600000000001,2195.58,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.25,3.23,157.3,247.18,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-01,4.46,2.23,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-02,4.46,2.23,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-03,4.46,2.23,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-04,4.54,2.27,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-05,4.54,2.27,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-06,4.54,2.27,32.3,1550.3999999999999,2228.7,0.025,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.67,1.67,4.06,4.06,0.025,,,,,,,,,18.0,18.0,6.6
2009-07,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2009-08,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2009-09,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2009-10,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2009-11,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2009-12,4.54,2.27,32.3,1550.3999999999999,2228.7,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.28,3.27,159.64,250.87,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-01,4.54,2.27,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-02,4.54,2.27,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-03,4.54,2.27,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-04,4.58,2.29,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-05,4.58,2.29,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-06,4.58,2.29,32.69,1569.12,2255.6099999999997,0.01,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.68,1.68,4.11,4.11,0.01,,,,,,,,,18.0,18.0,6.6
2010-07,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2010-08,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2010-09,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2010-10,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2010-11,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2010-12,4.58,2.29,32.69,1569.12,2255.6099999999997,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.31,3.31,161.46,253.89,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-01,4.58,2.29,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-02,4.58,2.29,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-03,4.58,2.29,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-04,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-05,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-06,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.7,1.7,4.15,4.15,0.012,,,,,,,,,18.0,18.0,6.6
2011-07,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2011-08,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2011-09,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2011-10,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2011-11,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2011-12,4.67,2.34,33.18,1592.6399999999999,2289.42,0.012,33.18,1592.6399999999999,2289.42,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.34,3.36,164.02,349.02,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-01,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-02,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-03,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-04,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-05,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-06,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.73,1.73,4.22,4.22,0.015,,,,,,,,,18.0,18.0,6.6
2012-07,4.67,2.34,33.74,1619.52,2328.06,0.012,33.74,1619.52,2328.06,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.38,3.42,166.79,262.11,1.76,1.76,4.3,4.3,0.02,,,,,,,,,18.0,18.0,6.6
