date,arpe_min,arpe_min_mi,aer_fixe,aer_plaf_seul,aer_plaf_couple,sr_fne,solid_fixe,solid_plaf_seul,solid_plaf_couple,sr_gr,gr_min,journ_fixe,journ_1,journ_2,journ_3,journ_4,journ_min_1,journ_min_2,journ_min_3,journ_min_4,journ_min,journ_min_prct,journ_max_prct,base_prct_3_6,base_prct_6_,base_prct,base_max,base_min_paris,base_min_p5000,base_min_m5000,sr_61,afd_fixe,ass_base,ass_maj,ass_plaf_seul,ass_plaf_couple,base_fixe_3_6,base_fixe_6_,base_min_0_3,base_min_3_,sr_alloc,ai_16_25,ai_16_techno,ai_femme_stage,ai_femme,ai_detenu,ai_service,ai_jeune_lic,ai_soutien,aide_pu_0_3,aide_pu_3_,aide_pu_maj
1999-05,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.26,9.26,22.58,22.58,0.019,,,,,8.85,,,,18.0,18.0,6.6
1999-06,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.26,9.26,22.58,22.58,0.019,,,,,8.85,,,,18.0,18.0,6.6
1999-07,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
1999-08,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
1999-09,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
1999-10,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
1999-11,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
1999-12,25.23,12.62,,,,0.012,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.56,18.05,879.54,1382.13,9.38,9.38,22.86,22.86,0.0122,,,,,8.85,,,,18.0,18.0,6.6
2000-01,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-02,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-03,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-04,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-05,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-06,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.38,9.38,22.86,22.86,0.0122,,,,,9.03,,,,18.0,18.0,6.6
2000-07,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2000-08,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2000-09,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2000-10,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2000-11,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2000-12,25.36,12.68,,,,0.005,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,12.82,18.41,897.15,1409.8,9.56,9.56,23.32,23.32,0.02,,,,,9.03,,,,18.0,18.0,6.6
2001-01,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-02,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-03,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-04,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-05,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-06,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.56,9.56,23.32,23.32,0.02,,,,,9.23,,,,18.0,18.0,6.6
2001-07,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2001-08,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2001-09,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2001-10,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2001-11,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2001-12,3.95,1.98,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,13.1,18.81,917.0,1440.99,9.79,9.79,23.88,23.88,0.024,,,,,9.23,,,,18.0,18.0,6.6
2002-01,4.04,2.02,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-02,4.04,2.02,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-03,4.04,2.02,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-04,4.04,2.02,,,,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-05,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-06,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,9.79,9.79,23.88,23.88,0.024,,,,,1.43,,,,18.0,18.0,6.6
2002-07,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2002-08,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2002-09,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2002-10,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2002-11,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2002-12,4.04,2.02,28.83,1383.84,1989.27,0.022,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.04,2.93,142.57,224.04,1.52,1.52,3.7,3.7,0.015,,,,,1.43,,,,18.0,18.0,6.6
2003-01,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-02,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-03,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-04,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-05,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-06,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.52,1.52,3.7,3.7,0.015,,,,,1.46,,,,18.0,18.0,6.6
2003-07,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2003-08,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2003-09,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2003-10,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2003-11,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2003-12,4.1,2.05,29.26,1404.48,2018.94,0.015,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.07,2.97,144.7,227.39,1.55,1.55,3.77,3.77,0.0215,,,,,1.46,,,,18.0,18.0,6.6
2004-01,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-02,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-03,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-04,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-05,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-06,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.55,1.55,3.77,3.77,0.0215,,,,,1.48,,,,18.0,18.0,6.6
2004-07,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2004-08,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2004-09,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2004-10,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2004-11,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2004-12,4.17,2.08,29.7,1425.6,2049.2999999999997,0.017,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.1,3.01,146.84,230.75,1.56,1.56,3.81,3.81,0.01,,,,,1.48,,,,18.0,18.0,6.6
2005-01,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-02,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-03,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-04,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-05,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-06,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-07,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-08,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-09,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-10,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-11,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2005-12,4.25,2.13,30.23,1451.04,2085.87,0.02,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.13,3.06,149.4,234.77,1.56,1.56,3.81,3.81,0.01,,,,,1.5,,,,18.0,18.0,6.6
2006-01,4.33,2.16,30.77,1476.96,2123.13,0.018,,,,0.01,165.62,34.5,0.65,0.6,,,0.75,0.7,0.65,0.6,0.9,0.7,0.8,0.404,0.404,0.574,0.75,,,,0.08,74.01,2.17,3.1,152.07,238.96,1.56,1.56,3.81,3.81,0.01,,,,,1.53,,,,18.0,18.0,6.6
