date,tx_pl_av_2,tx_pl_av_24,tx_pl_av_46,tx_pl_av_6a,tx_pl_av_6b,tx_pl_av_4,tx_pl_av_48,tx_pl_av_8,tx_pl_av,tx_pl_av_anonym,tx_pl_int,tx_pl_div,tx_titres,tx_bons_av78,tx_bons_7880,bons_8082,bons_8082_anon,bons_8389,bons_9094,bons_ap95,bons_8398,tx_bons_ap98,tx_plac_7879,tx_plac_8082,tx_plac_8389,tx_plac_9094,tx_plac_ap95,tx_epargne_av4,tx_epargne_48,tx_epargne_ap8,tx_prel_cnav,tx_contri_cnaf,tx_contr_cnav,tx_ps_patr,tx_ps_plac,tx_caps_patr,tx_caps_plac,tx_caps_rsa,tx_pds_patr,tx_pds_plac,tx_csg_rk_patr,tx_csg_rk_plac,tx_csg_ded_rk_patr,tx_csg_ded_rk_plac,tx_crds_rk_patr,tx_crds_rk_plac,tx_majo_ifi,seuil1_ifi,seuil2_ifi,seuil3_ifi,seuil4_ifi,seuil5_ifi,tx1_ifi,tx2_ifi,tx3_ifi,tx4_ifi,tx5_ifi,nbtranches_ifi,tx_plaf_ifi,decote_1_ifi,sup_decote1_ifi,tx_decote_ifi,plaf_taux_imp_ifi,plaf_plaf_ifi,abt_residence_ifi,tx_bouclier,tx_majo_isf,seuil1_isf,seuil2_isf,seuil3_isf,seuil4_isf,seuil5_isf,seuil6_isf,tx1_isf,tx2_isf,tx3_isf,tx4_isf,tx5_isf,tx6_isf,nbtranches,tx_plaf,tx_plaf_plaf,decote_isf1,sup_decote1,tx_decote_isf,plaf_taux_imp_isf,plaf_plaf,reduc_isf_enf,abt_residence
1975-06,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-07,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-08,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-09,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-10,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-11,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-12,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-01,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-02,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-03,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-05,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-06,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-08,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-09,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-10,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-11,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-12,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-01,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-02,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-03,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-04,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-05,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-06,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-07,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-08,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-09,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-10,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-11,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-12,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-01,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-02,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-03,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-04,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-05,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-06,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-07,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-08,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-09,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-10,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-11,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-12,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-01,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-02,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-03,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-04,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-05,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-06,,,,,,,,,,,0.25,,0.333,0.333,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-07,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-08,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-09,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-10,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-11,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-12,,,,,,,,,,,0.25,,0.4,0.333,0.4,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-01,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-02,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-04,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-05,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-08,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-09,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-10,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-11,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-01,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-02,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-03,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-04,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-05,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-06,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-07,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-08,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-09,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-10,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-11,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-02,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-03,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-04,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-05,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-06,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-07,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-08,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-09,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-10,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-11,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1982-12,,,,,,,,,,,0.25,,0.4,0.333,0.4,0.38,0.42,,,,,,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3000000.0,5000000.0,10000000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-01,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-02,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-03,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-04,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-05,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-06,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-07,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-08,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-09,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-10,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-11,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1983-12,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3200000.0,5300000.0,10600000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1984-01,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3400000.0,5600000.0,11200000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1984-02,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3400000.0,5600000.0,11200000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
1984-03,0.45,0.25,0.15,0.0,,,,,,0.5,0.25,,0.4,0.333,0.4,0.38,0.42,0.45,,,0.5,,0.4,0.38,0.45,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3400000.0,5600000.0,11200000.0,,,,0.005,0.01,0.015,,,,3.0,,,,,,,,,
