date,prix_fuel_domestique_ttc,prix_fuel_domestique_ht,prix_unitaire_gdf_base_ttc,prix_unitaire_gdf_b0_ttc,prix_unitaire_gdf_b1_ttc,prix_unitaire_gdf_b2i_ttc,tarif_fixe_gdf_base_ht,tarif_fixe_gdf_b0_ht,tarif_fixe_gdf_b1_ht,tarif_fixe_gdf_b2i_ht,prix_unitaire_gdf_zone1_base_ht,prix_unitaire_gdf_zone2_base_ht,prix_unitaire_gdf_zone3_base_ht,prix_unitaire_gdf_zone4_base_ht,prix_unitaire_gdf_zone5_base_ht,prix_unitaire_gdf_zone6_base_ht,prix_unitaire_gdf_zone1_b0_ht,prix_unitaire_gdf_zone2_b0_ht,prix_unitaire_gdf_zone3_b0_ht,prix_unitaire_gdf_zone4_b0_ht,prix_unitaire_gdf_zone5_b0_ht,prix_unitaire_gdf_zone6_b0_ht,prix_unitaire_gdf_zone1_b1_ht,prix_unitaire_gdf_zone2_b1_ht,prix_unitaire_gdf_zone3_b1_ht,prix_unitaire_gdf_zone4_b1_ht,prix_unitaire_gdf_zone5_b1_ht,prix_unitaire_gdf_zone6_b1_ht,prix_unitaire_gdf_zone1_b2i_ht,prix_unitaire_gdf_zone2_b2i_ht,prix_unitaire_gdf_zone3_b2i_ht,prix_unitaire_gdf_zone4_b2i_ht,prix_unitaire_gdf_zone5_b2i_ht,prix_unitaire_gdf_zone6_b2i_ht,tarif_fixe_gdf_base_ttc,tarif_fixe_gdf_b0_ttc,tarif_fixe_gdf_b1_ttc,tarif_fixe_gdf_b2i_ttc,tarif_fixe_base_3kva_ht,tarif_fixe_base_6kva_ht,tarif_fixe_base_9kva_ht,tarif_fixe_base_12kva_ht,tarif_fixe_base_15kva_ht,tarif_fixe_base_18kva_ht,tarif_fixe_base_24kva_ht,tarif_fixe_base_30kva_ht,tarif_fixe_base_36kva_ht,tarif_fixe_base_3kva_ttc,tarif_fixe_base_6kva_ttc,tarif_fixe_base_9kva_ttc,tarif_fixe_base_12kva_ttc,tarif_fixe_base_15kva_ttc,tarif_fixe_base_18kva_ttc
2011-06,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0793,0.0798,0.0817,0.0817,0.0817,0.0817,0.0817,0.0817,0.0817,64.95,77.45,90.34,142.85,164.86,219.22
2011-07,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2011-08,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2011-09,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2011-10,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2011-11,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2011-12,0.8879,0.6858,0.094,0.08070000000000001,0.0558,0.0558,33.0,45.84,146.4,146.4,7.24,7.24,7.24,7.24,7.24,7.24,6.2,6.2,6.2,6.2,6.2,6.2,4.17,4.23,4.29,4.35,4.41,4.47,4.17,4.23,4.29,4.35,4.41,4.47,43.89,58.01,185.18,185.18,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,64.95,77.45,90.34,142.85,164.86,219.22
2012-01,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-02,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-03,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-04,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-05,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-06,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-07,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0806,0.0812,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,67.4,80.37,93.77,148.13,171.05,227.44
2012-08,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,67.4,80.37,93.77,148.13,171.05,227.44
2012-09,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,67.4,80.37,93.77,148.13,171.05,227.44
2012-10,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,67.4,80.37,93.77,148.13,171.05,227.44
2012-11,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,67.4,80.37,93.77,148.13,171.05,227.44
2012-12,0.9688,0.7535,0.09970000000000001,0.0852,0.05860000000000001,0.05860000000000001,37.8,51.96,159.24,159.24,7.95,7.95,7.95,7.95,7.95,7.95,6.77,6.77,6.77,6.77,6.77,6.77,4.58,4.64,4.7,4.76,4.82,4.88,4.58,4.64,4.7,4.76,4.82,4.88,46.93,61.97,195.45,195.45,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,67.4,80.37,93.77,148.13,171.05,227.44
2013-01,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-02,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-03,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-04,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-05,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-06,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,39.72,54.36,166.44,166.44,8.59,8.59,8.59,8.59,8.59,8.59,7.25,7.25,7.25,7.25,7.25,7.25,4.9,4.96,5.02,5.08,5.14,5.2,4.9,4.96,5.02,5.08,5.14,5.2,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-07,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0822,0.0828,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,0.0848,62.85,84.33,103.99,162.46,187.12,233.87
2013-08,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,62.85,84.33,103.99,162.46,187.12,233.87
2013-09,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,62.85,84.33,103.99,162.46,187.12,233.87
2013-10,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,62.85,84.33,103.99,162.46,187.12,233.87
2013-11,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,62.85,84.33,103.99,162.46,187.12,233.87
2013-12,0.9272,0.7187,0.1036,0.08779999999999999,0.05889999999999999,0.05889999999999999,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,52.96,66.63,209.1,209.1,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,62.85,84.33,103.99,162.46,187.12,233.87
2014-01,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-02,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-03,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-04,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-05,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-06,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,47.52,58.8,173.76,173.76,8.58,8.58,8.58,8.58,8.58,8.58,7.26,7.26,7.26,7.26,7.26,7.26,4.76,4.82,4.88,4.94,5.0,5.06,4.76,4.82,4.88,4.94,5.0,5.06,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-07,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,54.96,66.24,183.84,183.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-08,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,54.96,66.24,183.84,183.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-09,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-10,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,53.84,87.55,115.99,178.57,204.78,235.52
2014-11,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,53.84,87.55,115.99,178.57,204.78,235.52
2014-12,0.8599,0.66,0.1021,0.0851,0.0564,0.0564,62.52,76.44,189.84,189.84,8.19,8.19,8.19,8.19,8.19,8.19,6.67,6.67,6.67,6.67,6.67,6.67,4.4,4.46,4.52,4.58,4.64,4.7,4.4,4.46,4.52,4.58,4.64,4.7,62.37,74.27,220.71,220.71,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,53.84,87.55,115.99,178.57,204.78,235.52
2015-01,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-02,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-03,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-04,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-05,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-06,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-07,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,54.8,89.06,118.07,181.5,208.1,239.34
2015-08,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-09,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-10,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
2015-11,0.7058,0.5118,0.0992,0.0795,0.054,0.054,62.52,76.44,189.84,189.84,8.36,8.36,8.36,8.36,8.36,8.36,6.84,6.84,6.84,6.84,6.84,6.84,4.57,4.63,4.69,4.75,4.81,4.87,4.57,4.63,4.69,4.75,4.81,4.87,70.57,83.86,230.29,230.29,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,54.8,89.06,118.07,181.5,208.1,239.34
