date,prix_fuel_domestique_ttc,prix_fuel_domestique_ht,prix_unitaire_gdf_base_ttc,prix_unitaire_gdf_b0_ttc,prix_unitaire_gdf_b1_ttc,prix_unitaire_gdf_b2i_ttc,tarif_fixe_gdf_base_ht,tarif_fixe_gdf_b0_ht,tarif_fixe_gdf_b1_ht,tarif_fixe_gdf_b2i_ht,prix_unitaire_gdf_zone1_base_ht,prix_unitaire_gdf_zone2_base_ht,prix_unitaire_gdf_zone3_base_ht,prix_unitaire_gdf_zone4_base_ht,prix_unitaire_gdf_zone5_base_ht,prix_unitaire_gdf_zone6_base_ht,prix_unitaire_gdf_zone1_b0_ht,prix_unitaire_gdf_zone2_b0_ht,prix_unitaire_gdf_zone3_b0_ht,prix_unitaire_gdf_zone4_b0_ht,prix_unitaire_gdf_zone5_b0_ht,prix_unitaire_gdf_zone6_b0_ht,prix_unitaire_gdf_zone1_b1_ht,prix_unitaire_gdf_zone2_b1_ht,prix_unitaire_gdf_zone3_b1_ht,prix_unitaire_gdf_zone4_b1_ht,prix_unitaire_gdf_zone5_b1_ht,prix_unitaire_gdf_zone6_b1_ht,prix_unitaire_gdf_zone1_b2i_ht,prix_unitaire_gdf_zone2_b2i_ht,prix_unitaire_gdf_zone3_b2i_ht,prix_unitaire_gdf_zone4_b2i_ht,prix_unitaire_gdf_zone5_b2i_ht,prix_unitaire_gdf_zone6_b2i_ht,tarif_fixe_gdf_base_ttc,tarif_fixe_gdf_b0_ttc,tarif_fixe_gdf_b1_ttc,tarif_fixe_gdf_b2i_ttc,tarif_fixe_base_3kva_ht,tarif_fixe_base_6kva_ht,tarif_fixe_base_9kva_ht,tarif_fixe_base_12kva_ht,tarif_fixe_base_15kva_ht,tarif_fixe_base_18kva_ht,tarif_fixe_base_24kva_ht,tarif_fixe_base_30kva_ht,tarif_fixe_base_36kva_ht,tarif_fixe_base_3kva_ttc,tarif_fixe_base_6kva_ttc,tarif_fixe_base_9kva_ttc,tarif_fixe_base_12kva_ttc,tarif_fixe_base_15kva_ttc,tarif_fixe_base_18kva_ttc
1983-01,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-02,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-03,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-04,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-05,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-06,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-07,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-08,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-09,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-10,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-11,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1983-12,,,0.0537,0.0438,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,33.17,223.77,,,,,,,,,,,40.5,80.36,141.59,205.0,268.41,331.82
1984-01,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-02,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-03,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-04,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-05,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-06,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-07,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-08,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-09,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-10,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-11,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1984-12,,,0.0596,0.047,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,36.8,136.33,,,,,,,,,,,32.36,81.58,150.01,217.77,285.52,353.28
1985-01,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-02,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-03,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-04,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-05,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-06,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-07,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-08,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-09,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-10,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-11,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1985-12,,,0.0639,0.0509,0.0349,0.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,38.76,155.01,201.39,,,,,,,,,,27.09,79.81,152.99,223.75,294.5,365.25
1986-01,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-02,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-03,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-04,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-05,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-06,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-07,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-08,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-09,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-10,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-11,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1986-12,,,0.0601,0.0473,0.0312,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,37.58,155.66,211.83,,,,,,,,,,26.23,78.34,150.7,220.54,290.36,360.2
1987-01,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-02,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-03,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-04,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-05,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-06,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-07,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-08,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-09,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-10,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-11,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1987-12,,,0.05110000000000001,0.0384,0.0245,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,36.15,137.14,194.09,,,,,,,,,,26.04,76.03,148.36,218.65,288.95,359.24
1988-01,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-02,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-03,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-04,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-05,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-06,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-07,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-08,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-09,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-10,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-11,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1988-12,,,0.0513,0.0386,0.0244,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,34.69,134.93,188.17,,,,,,,,,,25.62,73.62,145.19,215.01,284.84,354.66
1989-01,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-02,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-03,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-04,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-05,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-06,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-07,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-08,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-09,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-10,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-11,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1989-12,,,0.0517,0.0389,0.0244,0.0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,32.07,126.35,170.94,,,,,,,,,,24.11,67.89,135.76,202.26,268.75,335.25
1990-01,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-02,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-03,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-04,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-05,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-06,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-07,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-08,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-09,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-10,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-11,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1990-12,0.3399,0.2232,0.0528,0.04,0.0252,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,32.07,128.39,173.3,,,,,,,,,,23.98,63.96,125.84,186.74,247.63,317.67
1991-01,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-02,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-03,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-04,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-05,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-06,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-07,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-08,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-09,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-10,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-11,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1991-12,0.3499,0.2307,0.0538,0.0421,0.0271,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15,32.07,129.34,175.57,,,,,,,,,,24.89,65.18,126.41,186.8,247.19,309.86
1992-01,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-02,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-03,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-04,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-05,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-06,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-07,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-08,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-09,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-10,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-11,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1992-12,0.3121,0.1979,0.0526,0.0414,0.0269,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,32.07,122.33,169.32,,,,,,,,,,25.52,66.08,127.72,188.48,249.25,310.02
1993-01,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
1993-02,0.3189,0.1993,0.05139999999999999,0.0404,0.0264,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,32.07,117.8,165.03,,,,,,,,,,25.68,65.42,129.98,193.51,257.04,320.56
