date,enf1,enf2,enf3,enf4,txenf2,txenf3,txenf4,im_plancher,im_plafond,pt_indice_euro,pt_indice_nominal,smic_h,htp,smic_m,GMR1,GMR2,GMR3,GMR4,GMR5,smig_h_sans_ab,smig_h_ab_max,smig_brut
2016-10,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,55.8969,55.8969,9.67,151.67,1466.62,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2016-11,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,55.8969,55.8969,9.67,151.67,1466.62,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2016-12,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,55.8969,55.8969,9.67,151.67,1466.62,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-01,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,55.8969,55.8969,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-02,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-03,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-04,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-05,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-06,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-07,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-08,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-09,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-10,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-11,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2017-12,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.76,151.67,1480.27,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-01,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-02,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-03,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-04,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-05,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-06,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-07,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-08,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-09,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-10,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-11,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
2018-12,2.29,10.67,15.24,4.57,0.03,0.08,0.06,449.0,717.0,56.2323,56.2323,9.88,151.67,1498.47,1178.54,1183.4,1190.14,1195.03,1197.37,,,
